repository,file_name,file_path,file_extension,line_count,character_count,source_code,commit_count,total_files_changed,total_insertions,total_deletions,total_lines_changed,unique_authors
    # BEFORE tts causes the fixture closure to be wrong.
    result = pytester.runpytest(
        ""--collect-only"",
        str(water_heater),
        str(tests / ""test_config_entries.py""),
        str(tts / ""test_init.py""),
    )
    result.stdout.fnmatch_lines([""*test_setup_no_access*""])
    assert result.ret == ExitCode.OK


def test_required_option_help(pytester: Pytester) -> None:
    pytester.makeconftest(""assert 0"")
    x = pytester.mkdir(""x"")
    x.joinpath(""conftest.py"").write_text(
        textwrap.dedent(
            """"""\
            def pytest_addoption(parser):
                parser.addoption(""--xyz"", action=""store_true"", required=True)
            """"""
        ),
        encoding=""utf-8"",
    )
    result = pytester.runpytest(""-h"", x)
    result.stdout.no_fnmatch_line(""*argument --xyz is required*"")
    assert ""general:"" in result.stdout.str()
",17773,80631,1553431,1121088,2674519,1172
pytest,acceptance_test.py,testing/acceptance_test.py,.py,1769,61060,"# mypy: allow-untyped-defs
from __future__ import annotations

from collections.abc import Sequence
import dataclasses
import importlib.metadata
import os
from pathlib import Path
import subprocess
import sys
import types

import setuptools

from _pytest.config import ExitCode
from _pytest.monkeypatch import MonkeyPatch
from _pytest.pathlib import symlink_or_skip
from _pytest.pytester import Pytester
import pytest


def prepend_pythonpath(*dirs) -> str:
    cur = os.getenv(""PYTHONPATH"")
    if cur:
        dirs += (cur,)
    return os.pathsep.join(str(p) for p in dirs)


class TestGeneralUsage:
    def test_config_error(self, pytester: Pytester) -> None:
        pytester.copy_example(""conftest_usageerror/conftest.py"")
        result = pytester.runpytest(pytester.path)
        assert result.ret == ExitCode.USAGE_ERROR
        result.stderr.fnmatch_lines([""*ERROR: hello""])
        result.stdout.fnmatch_lines([""*pytest_unconfigure_called""])

    def test_root_conftest_syntax_error(self, pytester: Pytester) -> None:
        pytester.makepyfile(conftest=""raise SyntaxError\n"")
        result = pytester.runpytest()
        result.stderr.fnmatch_lines([""*raise SyntaxError*""])
        assert result.ret != 0

    def test_early_hook_error_issue38_1(self, pytester: Pytester) -> None:
        pytester.makeconftest(
            """"""
            def pytest_sessionstart():
                0 / 0
        """"""
        )
        result = pytester.runpytest(pytester.path)
        assert result.ret != 0
        # tracestyle is native by default for hook failures
        result.stdout.fnmatch_lines(
            [""*INTERNALERROR*File*conftest.py*line 2*"", ""*0 / 0*""]
        )
        result = pytester.runpytest(pytester.path, ""--fulltrace"")
        assert result.ret != 0
        # tracestyle is native by default for hook failures
        result.stdout.fnmatch_lines(
            [""*INTERNALERROR*def pytest_sessionstart():*"", ""*INTERNALERROR*0 / 0*""]
        )

    def test_early_hook_configure_error_issue38(self, pytester: Pytester) -> None:
        pytester.makeconftest(
            """"""
            def pytest_configure():
                0 / 0
        """"""
        )
        result = pytester.runpytest(pytester.path)
        assert result.ret != 0
        # here we get it on stderr
        result.stderr.fnmatch_lines(
            [""*INTERNALERROR*File*conftest.py*line 2*"", ""*0 / 0*""]
        )

    def test_file_not_found(self, pytester: Pytester) -> None:
        result = pytester.runpytest(""asd"")
        assert result.ret != 0
        result.stderr.fnmatch_lines([""ERROR: file or directory not found: asd""])

    def test_file_not_found_unconfigure_issue143(self, pytester: Pytester) -> None:
        pytester.makeconftest(
            """"""
            def pytest_configure():
                print(""---configure"")
            def pytest_unconfigure():
                print(""---unconfigure"")
        """"""
        )
        result = pytester.runpytest(""-s"", ""asd"")
        assert result.ret == ExitCode.USAGE_ERROR
        result.stderr.fnmatch_lines([""ERROR: file or directory not found: asd""])
        result.stdout.fnmatch_lines([""*---configure"", ""*---unconfigure""])

    def test_config_preparse_plugin_option(self, pytester: Pytester) -> None:
        pytester.makepyfile(
            pytest_xyz=""""""
            def pytest_addoption(parser):
                parser.addoption(""--xyz"", dest=""xyz"", action=""store"")
        """"""
        )
        pytester.makepyfile(
            test_one=""""""
            def test_option(pytestconfig):
                assert pytestconfig.option.xyz == ""123""
        """"""
        )
        result = pytester.runpytest(""-p"", ""pytest_xyz"", ""--xyz=123"", syspathinsert=True)
        assert result.ret == 0
        result.stdout.fnmatch_lines([""*1 passed*""])

    @pytest.mark.parametrize(""load_cov_early"", [True, False])
    def test_early_load_setuptools_name(
        self, pytester: Pytester, monkeypatch, load_cov_early
    ) -> None:
        monkeypatch.delenv(""PYTEST_DISABLE_PLUGIN_AUTOLOAD"")

        pytester.makepyfile(mytestplugin1_module="""")
        pytester.makepyfile(mytestplugin2_module="""")
        pytester.makepyfile(mycov_module="""")
        pytester.syspathinsert()

        loaded = []

        @dataclasses.dataclass
        class DummyEntryPoint:
            name: str
            module: str
            group: str = ""pytest11""

            def load(self):
                mod = importlib.import_module(self.module)
                loaded.append(self.name)
                return mod

        entry_points = [
            DummyEntryPoint(""myplugin1"", ""mytestplugin1_module""),
            DummyEntryPoint(""myplugin2"", ""mytestplugin2_module""),
            DummyEntryPoint(""mycov"", ""mycov_module""),
        ]

        @dataclasses.dataclass
        class DummyDist:
            entry_points: object
            files: object = ()

        def my_dists():
            return (DummyDist(entry_points),)

        monkeypatch.setattr(importlib.metadata, ""distributions"", my_dists)
        params = (""-p"", ""mycov"") if load_cov_early else ()
        pytester.runpytest_inprocess(*params)
        if load_cov_early:
            assert loaded == [""mycov"", ""myplugin1"", ""myplugin2""]
        else:
            assert loaded == [""myplugin1"", ""myplugin2"", ""mycov""]

    @pytest.mark.parametrize(""import_mode"", [""prepend"", ""append"", ""importlib""])
    def test_assertion_rewrite(self, pytester: Pytester, import_mode) -> None:
        p = pytester.makepyfile(
            """"""
            def test_this():
                x = 0
                assert x
        """"""
        )
        result = pytester.runpytest(p, f""--import-mode={import_mode}"")
        result.stdout.fnmatch_lines(["">       assert x"", ""E       assert 0""])
        assert result.ret == 1

    def test_nested_import_error(self, pytester: Pytester) -> None:
        p = pytester.makepyfile(
            """"""
                import import_fails
                def test_this():
                    assert import_fails.a == 1
        """"""
        )
        pytester.makepyfile(import_fails=""import does_not_work"")
        result = pytester.runpytest(p)
        result.stdout.fnmatch_lines(
            [
                ""ImportError while importing test module*"",
                ""*No module named *does_not_work*"",
            ]
        )
        assert result.ret == 2

    def test_not_collectable_arguments(self, pytester: Pytester) -> None:
        p1 = pytester.makepyfile("""")
        p2 = pytester.makefile("".pyc"", ""123"")
        result = pytester.runpytest(p1, p2)
        assert result.ret == ExitCode.USAGE_ERROR
        result.stderr.fnmatch_lines(
            [
                f""ERROR: not found: {p2}"",
                ""(no match in any of *)"",
                """",
            ]
        )

    @pytest.mark.filterwarnings(""default"")
    def test_better_reporting_on_conftest_load_failure(
        self, pytester: Pytester
    ) -> None:
        """"""Show a user-friendly traceback on conftest import failures (#486, #3332)""""""
        pytester.makepyfile("""")
        conftest = pytester.makeconftest(
            """"""
            def foo():
                import qwerty
            foo()
        """"""
        )
        result = pytester.runpytest(""--help"")
        result.stdout.fnmatch_lines(
            """"""
            *--version*
            *warning*conftest.py*
        """"""
        )
        result = pytester.runpytest()
        assert result.stdout.lines == []
        assert result.stderr.lines == [
            f""ImportError while loading conftest '{conftest}'."",
            ""conftest.py:3: in <module>"",
            ""    foo()"",
            ""conftest.py:2: in foo"",
            ""    import qwerty"",
            ""E   ModuleNotFoundError: No module named 'qwerty'"",
        ]

    def test_early_skip(self, pytester: Pytester) -> None:
        pytester.mkdir(""xyz"")
        pytester.makeconftest(
            """"""
            import pytest
            def pytest_collect_file():
                pytest.skip(""early"")
        """"""
        )
        result = pytester.runpytest()
        assert result.ret == ExitCode.NO_TESTS_COLLECTED
        result.stdout.fnmatch_lines([""*1 skip*""])

    def test_issue88_initial_file_multinodes(self, pytester: Pytester) -> None:
        pytester.copy_example(""issue88_initial_file_multinodes"")
        p = pytester.makepyfile(""def test_hello(): pass"")
        result = pytester.runpytest(p, ""--collect-only"")
        result.stdout.fnmatch_lines([""*MyFile*test_issue88*"", ""*Module*test_issue88*""])

    def test_issue93_initialnode_importing_capturing(self, pytester: Pytester) -> None:
        pytester.makeconftest(
            """"""
            import sys
            print(""should not be seen"")
            sys.stderr.write(""stder42\\n"")
        """"""
        )
        result = pytester.runpytest()
        assert result.ret == ExitCode.NO_TESTS_COLLECTED
        result.stdout.no_fnmatch_line(""*should not be seen*"")
        assert ""stderr42"" not in result.stderr.str()

    def test_conftest_printing_shows_if_error(self, pytester: Pytester) -> None:
        pytester.makeconftest(
            """"""
            print(""should be seen"")
            assert 0
        """"""
        )
        result = pytester.runpytest()
        assert result.ret != 0
        assert ""should be seen"" in result.stdout.str()

    def test_issue109_sibling_conftests_not_loaded(self, pytester: Pytester) -> None:
        sub1 = pytester.mkdir(""sub1"")
        sub2 = pytester.mkdir(""sub2"")
        sub1.joinpath(""conftest.py"").write_text(""assert 0"", encoding=""utf-8"")
        result = pytester.runpytest(sub2)
        assert result.ret == ExitCode.NO_TESTS_COLLECTED
